"품목별(1)",품목별(2),품목별(3),품목별(4),품목별(5),품목별(6),품목별(7),품목별(8),1965,1965,1966,1966,1967,1967,1968,1968,1969,1969,1970,1970,1971,1971,1972,1972,1973,1973,1974,1974,1975,1975,1976,1976,1977,1977,1978,1978,1979,1979,1980,1980,1981,1981,1982,1982,1983,1983,1984,1984,1985,1985,1986,1986,1987,1987,1988,1988,1989,1989,1990,1990,1991,1991,1992,1992,1993,1993,1994,1994,1995,1995,1996,1996,1997,1997,1998,1998,1999,1999,2000,2000,2001,2001,2002,2002,2003,2003,2004,2004,2005,2005,2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2022,2022
"농림업",농업,농업총계,재배업,채소,엽채류,소계,소계,13.4,0.0,15.5,0.0,17.8,0.0,20.1,0.0,28.2,0.0,27.2,0.0,32.9,0.0,27.7,0.0,26.4,0.0,32.4,0.0,64.9,0.0,87.4,0.0,81.1,0.0,113.0,0.0,109.1,0.0,98.9,0.0,108.4,0.0,104.7,0.0,92.5,0.0,110.3,0.0,96.9,0.0,111.5,0.0,84.6,0.0,86.6,0.0,106.0,487.6,118.2,517.7,112.3,522.7,101.3,453.4,147.3,542.8,123.6,662.7,139.3,750.4,137.1,818.1,130.3,852.8,130.8,922.4,123.5,903.4,144.9,1018.0,141.7,1046.6,120.9,1060.3,134.9,1301.9,155.7,1091.9,135.5,949.3,147.5,1164.2,127.8,1250.1,135.3,1382.3,131.6,1514.8,110.9,2009.4,138.6,1925.0,121.4,2220.9,116.1,1806.2,123.5,1670.4,107.6,1537.1,95.1,1742.0,107.5,1660.4,110.7,1816.5,96.5,1669.9,104.0,1819.3,99.4,1873.4,104.6,2076.5
"농림업",농업,농업총계,재배업,채소,엽채류,엽채류노지재배계,소계,19.8,0.0,22.8,0.0,26.2,0.0,29.6,0.0,41.6,0.0,40.2,0.0,48.5,0.0,40.8,0.0,38.9,0.0,47.7,0.0,95.7,0.0,128.8,0.0,119.6,0.0,166.7,0.0,160.9,0.0,145.9,0.0,159.8,0.0,154.4,0.0,136.4,0.0,162.6,0.0,142.9,0.0,164.5,0.0,124.7,0.0,127.8,0.0,134.1,437.6,150.5,452.9,132.7,426.4,116.9,373.2,174.4,431.8,132.7,509.0,150.0,598.5,155.2,638.7,141.4,673.2,138.9,736.4,125.4,726.8,145.2,703.9,144.7,739.9,118.4,736.6,135.3,915.1,147.8,762.8,127.8,765.0,147.6,852.1,122.5,945.2,134.9,945.1,127.4,913.6,97.8,1165.6,128.6,1123.4,108.8,1403.3,118.4,1262.5,125.7,1155.5,104.8,987.3,92.8,1167.9,111.1,1188.7,115.7,1296.7,94.4,1165.3,106.7,1270.8,98.9,1200.5,105.7,1382.1
"농림업",농업,농업총계,재배업,채소,엽채류,엽채류노지재배계,배추,22.1,0.0,26.7,0.0,31.3,0.0,35.9,0.0,40.6,0.0,40.9,0.0,50.7,0.0,42.4,0.0,40.1,0.0,46.6,0.0,116.1,0.0,160.0,0.0,142.4,0.0,205.4,0.0,176.8,0.0,156.0,0.0,177.4,0.0,179.4,0.0,153.6,0.0,172.4,0.0,143.2,0.0,174.9,0.0,124.9,0.0,121.9,0.0,138.3,367.6,166.3,373.1,131.4,347.8,115.8,309.7,182.0,343.9,128.4,379.8,135.4,417.9,143.3,418.2,127.2,466.6,128.1,525.2,117.4,526.7,147.2,520.5,143.9,562.2,109.8,509.5,126.2,626.7,136.1,529.4,112.0,604.8,131.7,596.2,106.7,694.2,124.9,596.4,122.7,547.2,82.9,698.6,126.4,660.0,103.3,945.5,115.9,808.2,124.3,775.1,101.1,634.9,87.6,753.4,117.3,864.7,119.1,920.1,91.8,869.5,110.5,851.8,97.7,835.1,106.8,917.4
"농림업",농업,농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,8.0,0.0,9.3,0.0,9.9,0.0,11.2,0.0,16.1,0.0,14.8,0.0,13.4,0.0,12.6,0.0,11.5,0.0,12.4,0.0,4.7,0.0,8.2,0.0,6.8,0.0,7.5,0.0,25.4,0.0,21.4,0.0,17.1,0.0,37.7,0.0,18.4,0.0,28.4,0.0,38.1,0.0,41.3,0.0,29.4,0.0,38.8,0.0,42.1,22.2,42.1,32.3,58.0,27.6,51.5,23.7,42.7,21.3,49.3,46.4,76.4,49.6,78.3,48.3,55.0,35.4,55.3,60.6,62.7,79.2,79.1,62.6,98.5,46.2,75.7,58.6,82.2,78.8,84.7,74.8,84.7,52.4,97.1,71.2,93.6,90.4,92.6,97.0,93.2,104.7,73.8,109.2,107.6,192.4,88.5,155.7,91.7,156.4,110.9,128.0,92.9,131.7,99.0,191.6,96.6,162.8,108.5,172.1,95.8,112.0,91.5,216.1,112.7,138.0,93.2,176.5
"농림업",농업,농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,33.0,0.0,35.4,0.0,35.4,0.0,32.0,0.0,159.0,0.0,135.4,0.0,160.9,0.0,130.7,0.0,125.8,0.0,125.6,0.0,122.8,0.0,134.5,0.0,204.0,0.0,247.1,0.0,311.6,0.0,302.2,0.0,344.8,0.0,192.9,0.0,190.7,0.0,301.6,0.0,316.2,0.0,259.5,0.0,249.5,0.0,285.1,0.0,200.6,20.8,151.9,15.7,227.8,20.5,217.9,13.5,304.9,20.7,252.5,24.6,231.8,25.0,237.8,39.9,284.2,44.9,217.9,34.3,196.1,28.5,253.4,45.0,273.3,47.7,220.0,47.1,207.2,49.2,231.1,36.9,216.2,34.6,219.5,49.0,165.2,36.0,180.2,46.4,184.8,69.8,161.3,84.4,191.4,81.6,188.9,110.2,194.2,95.8,160.5,68.0,149.2,78.0,130.6,85.8,109.7,59.4,127.1,84.0,122.0,71.4,104.6,67.4,73.4,54.7,97.1,79.9
"농림업",농업,농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,107.7,0.0,107.7,0.0,137.7,0.0,189.5,0.0,198.1,0.0,365.4,0.0,378.4,0.0,315.7,0.0,287.8,0.0,314.8,0.0,424.3,0.0,351.9,0.0,395.6,0.0,313.7,0.0,348.9,0.0,294.4,14.7,302.1,19.3,298.5,20.5,302.7,21.0,383.0,30.0,303.9,33.5,361.0,40.0,266.2,34.1,285.4,38.7,277.9,30.4,300.6,35.1,257.6,47.4,195.2,41.2,239.0,54.3,260.7,66.3,259.7,53.7,212.7,25.8,228.2,34.4,169.4,30.7,167.7,47.7,153.8,60.5,102.0,60.0,120.5,53.1,110.7,53.4,99.7,41.9,134.5,50.4,129.0,54.5,98.7,48.1,108.8,45.4,102.4,46.3,89.2,39.3,107.5,49.7,103.2,61.3,113.0,60.6
"농림업",농업,농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,46.4,0.0,31.5,0.0,35.2,0.0,38.9,0.0,79.5,0.0,74.0,0.0,80.2,0.0,76.6,0.0,79.5,0.0,71.2,0.0,79.2,0.0,78.4,0.0,-,0.0,-,0.0,52.4,0.0,56.6,0.0,48.8,0.0,41.0,0.0,92.7,0.0,133.5,0.0,190.1,0.0,191.2,0.0,218.7,0.0,238.7,0.0,259.0,10.9,223.8,11.3,247.6,8.6,129.7,4.2,257.5,13.4,263.3,18.4,511.2,60.0,580.2,86.3,512.3,79.3,527.5,79.5,317.6,53.0,189.6,25.6,169.5,31.1,215.3,57.2,355.2,76.5,302.2,52.9,269.1,33.2,253.6,34.5,268.7,36.7,243.3,83.1,219.4,76.4,185.6,77.6,217.1,88.6,204.1,91.7,208.9,121.7,166.1,98.0,164.4,53.9,134.0,48.6,94.1,28.8,98.1,34.0,97.4,28.6,97.1,32.3,105.5,53.6,110.7,64.7
"농림업",농업,농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,58.7,1.3,59.3,1.3,69.1,1.5,75.4,1.2,87.9,2.5,185.4,6.3,170.7,5.9,251.0,12.0,196.9,8.1,212.3,6.4,204.3,4.3,151.5,2.7,303.2,11.5,327.8,10.0,314.1,17.6,300.1,15.2,393.0,14.2,453.1,17.4,419.4,21.7,423.7,28.5,196.6,18.3,135.0,16.8,220.5,26.2,127.5,16.7,152.6,14.6,156.3,13.1,131.2,12.9,126.7,14.5,102.8,9.0,97.4,10.4,98.2,10.4,97.4,10.4,104.4,14.6,93.4,14.6
"농림업",농업,농업총계,재배업,채소,엽채류,엽채류노지재배계,부추,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,175.9,0.0,171.3,0.0,274.0,49.5,217.2,35.6,210.1,46.0,127.3,36.7,304.9,119.2,56.6,21.6,78.6,30.1,80.4,23.9,96.7,23.0,64.6,21.3,61.9,25.9,60.3,18.6,92.7,29.8,101.9,33.9,99.8,43.1,98.2,43.3,135.0,68.4
"농림업",농업,농업총계,재배업,채소,엽채류,엽채류시설재배계,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,46.8,49.9,50.1,64.8,69.3,96.2,68.4,80.2,90.0,111.0,104.4,153.7,116.9,151.9,99.0,179.5,106.8,179.6,113.7,186.1,119.4,176.7,144.4,314.1,135.4,306.7,126.0,323.7,134.0,386.8,172.4,329.0,151.8,184.4,147.4,312.0,138.9,304.9,136.0,437.2,140.6,601.2,138.5,843.7,159.7,801.6,148.0,817.6,111.3,543.7,118.9,515.0,113.3,549.9,100.0,574.2,99.7,471.7,100.1,519.8,101.0,504.6,98.4,548.5,100.6,672.8,102.3,694.4
"농림업",농업,농업총계,재배업,채소,엽채류,엽채류시설재배계,배추,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,111.2,15.8,145.1,23.6,187.9,35.3,163.5,26.7,201.2,28.1,204.9,38.0,270.6,28.6,223.9,44.1,244.6,47.3,310.4,49.8,257.4,32.9,307.5,52.2,258.8,56.4,194.9,37.0,240.0,49.7,233.4,41.5,157.1,28.7,201.3,38.4,150.8,25.3,165.6,32.3,152.1,33.5,183.8,40.6,239.5,51.2,152.2,34.3,142.8,35.8,127.2,31.0,99.3,29.0,94.3,23.8,120.2,28.7,78.6,16.9,78.3,17.7,97.5,25.6,124.2,32.4,129.8,39.7
"농림업",농업,농업총계,재배업,채소,엽채류,엽채류시설재배계,시금치,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,64.5,10.9,84.9,14.2,93.5,13.7,95.7,9.6,123.1,13.6,156.4,24.8,171.6,30.1,142.3,38.8,144.9,37.3,166.7,42.7,150.9,35.7,155.0,44.8,158.0,73.4,154.8,53.9,160.0,61.8,163.3,42.4,147.5,38.4,131.8,47.9,108.0,38.3,129.6,54.3,155.5,95.5,127.0,108.2,151.3,105.0,131.3,124.7,115.1,92.4,117.9,81.3,138.6,117.9,107.2,114.5,98.6,86.9,110.3,118.5,107.3,102.2,97.8,102.5,94.9,115.1,81.1,108.5
"농림업",농업,농업총계,재배업,채소,엽채류,엽채류시설재배계,상추,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,59.5,22.9,55.6,26.4,86.8,46.9,86.3,43.3,115.8,68.8,131.9,90.0,145.3,92.5,124.7,95.8,137.4,95.0,137.4,93.6,159.2,108.1,202.9,217.1,188.1,176.8,176.3,232.8,186.3,275.3,204.0,245.1,166.3,117.3,155.4,136.2,158.9,167.2,138.9,229.6,151.0,345.2,154.0,525.8,121.1,309.9,116.9,327.7,100.3,244.8,108.9,237.0,101.4,249.1,87.6,248.4,90.3,218.9,96.0,252.2,100.7,258.0,99.0,265.8,100.2,345.7,104.2,324.9
"농림업",농업,농업총계,재배업,채소,엽채류,엽채류시설재배계,미나리,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,101.9,0.0,95.9,0.0,101.2,12.7,92.9,11.7,95.7,30.0,100.4,32.2,108.8,41.8,149.9,56.3,150.5,62.2,104.9,56.3,122.3,66.4,112.2,33.9,97.9,32.7,104.0,29.3,100.0,31.9,97.7,26.4,98.8,30.2,103.6,48.4,106.0,57.0
"농림업",농업,농업총계,재배업,채소,엽채류,엽채류시설재배계,부추,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,111.0,0.0,135.8,0.0,144.0,76.9,128.9,62.5,140.5,90.9,111.3,94.8,110.1,127.3,247.5,279.2,237.3,268.7,130.2,114.4,141.4,99.2,123.1,120.0,125.3,154.8,118.2,107.9,105.5,100.3,101.9,100.3,97.4,124.3,100.7,131.3,109.7,164.4
"농림업",농업,농업총계,재배업,채소,과채류,소계,소계,5.9,0.0,6.2,0.0,7.2,0.0,8.3,0.0,9.8,0.0,10.4,0.0,11.2,0.0,12.4,0.0,11.8,0.0,13.2,0.0,6.6,0.0,10.1,0.0,8.4,0.0,8.7,0.0,14.1,0.0,13.8,0.0,11.9,0.0,13.4,0.0,11.6,0.0,14.2,0.0,15.7,0.0,16.0,0.0,14.3,0.0,15.8,0.0,28.2,668.5,29.5,893.9,36.2,1229.5,42.2,1438.4,47.6,1647.7,48.0,2036.7,57.4,2507.8,53.9,2566.3,58.0,2652.2,58.3,2637.8,68.8,2935.4,68.4,2806.3,70.2,3153.3,65.5,3102.6,67.6,3320.4,78.3,3682.2,81.5,3538.6,78.3,3902.0,79.7,3831.3,81.9,4538.4,77.8,4380.0,109.6,4780.8,98.1,4489.5,107.1,5592.3,107.6,5607.5,112.4,5682.6,107.5,5770.3,102.3,5234.2,103.7,4941.4,101.2,5161.2,107.3,5221.0,95.9,5263.0,96.9,5516.5,94.3,5871.9
"농림업",농업,농업총계,재배업,채소,과채류,과채류노지재배계,소계,65.7,0.0,68.1,0.0,80.1,0.0,91.3,0.0,108.0,0.0,114.8,0.0,123.6,0.0,137.6,0.0,130.0,0.0,145.9,0.0,73.3,0.0,111.7,0.0,92.5,0.0,96.3,0.0,155.6,0.0,152.2,0.0,131.3,0.0,148.2,0.0,128.7,0.0,157.0,0.0,173.6,0.0,176.5,0.0,157.7,0.0,174.7,0.0,162.1,243.1,163.9,330.8,198.5,428.7,207.6,408.5,203.1,405.6,177.1,445.8,214.0,491.5,154.8,365.5,158.8,372.5,137.3,301.2,124.1,240.6,120.4,242.4,117.6,240.9,105.2,206.5,108.1,209.4,112.6,227.8,120.4,215.1,113.9,220.8,114.7,198.2,113.1,413.8,102.2,350.5,83.1,328.7,95.2,401.0,103.5,434.9,108.5,457.5,107.8,430.1,108.6,496.0,93.4,419.5,99.5,418.0,101.5,495.5,103.1,427.4,101.8,509.0,95.1,483.0,92.7,482.9
"농림업",농업,농업총계,재배업,채소,과채류,과채류노지재배계,수박,70.8,0.0,67.9,0.0,105.9,0.0,127.4,0.0,143.8,0.0,146.6,0.0,187.0,0.0,182.8,0.0,178.1,0.0,215.1,0.0,161.5,0.0,277.9,0.0,242.9,0.0,261.6,0.0,376.3,0.0,410.8,0.0,356.9,0.0,454.2,0.0,372.6,0.0,477.9,0.0,580.4,0.0,593.2,0.0,514.0,0.0,570.7,0.0,531.0,140.5,548.7,203.3,632.7,267.9,696.5,252.4,650.5,240.0,532.1,262.6,722.0,315.2,469.5,235.2,476.3,240.9,388.0,188.3,312.7,128.1,275.9,114.8,231.5,94.5,181.2,50.7,179.0,61.6,161.2,66.4,156.5,63.6,126.2,54.5,111.1,47.3,121.2,115.1,127.3,108.6,80.7,66.0,98.2,95.9,93.1,86.6,119.0,124.3,121.1,114.1,110.2,120.7,105.6,93.1,113.9,111.2,94.0,101.3,103.7,105.9,101.2,92.6,95.1,73.1,101.9,83.7
"농림업",농업,농업총계,재배업,채소,과채류,과채류노지재배계,오이,91.6,0.0,109.5,0.0,132.3,0.0,155.6,0.0,199.0,0.0,228.5,0.0,226.8,0.0,240.8,0.0,226.2,0.0,261.3,0.0,125.6,0.0,192.1,0.0,196.3,0.0,192.5,0.0,334.1,0.0,261.0,0.0,230.6,0.0,227.3,0.0,214.3,0.0,239.5,0.0,214.9,0.0,197.1,0.0,180.9,0.0,207.7,0.0,188.1,27.9,166.1,32.1,210.2,43.8,174.9,37.2,183.2,41.5,167.6,46.9,179.0,46.3,139.8,30.4,131.4,26.7,151.1,21.5,136.4,25.2,126.9,29.8,145.5,42.5,131.8,43.9,115.7,34.3,125.3,27.7,132.0,30.7,124.0,35.6,109.8,42.7,127.8,55.7,96.8,43.0,76.0,42.6,95.8,55.1,92.6,53.6,79.3,44.0,75.9,40.3,71.5,48.7,77.1,52.5,104.1,67.7,113.3,77.8,95.6,67.8,101.2,77.2,103.2,86.4,73.8,64.6
"농림업",농업,농업총계,재배업,채소,과채류,과채류노지재배계,호박,49.9,0.0,51.3,0.0,49.0,0.0,51.1,0.0,58.9,0.0,63.1,0.0,63.3,0.0,86.7,0.0,79.5,0.0,81.8,0.0,11.1,0.0,14.7,0.0,18.6,0.0,19.5,0.0,27.3,0.0,23.6,0.0,24.2,0.0,21.2,0.0,23.5,0.0,26.6,0.0,26.1,0.0,23.5,0.0,25.1,0.0,25.6,0.0,23.8,11.8,25.3,16.8,42.4,31.0,46.9,32.8,51.5,38.1,55.8,51.7,47.2,48.3,53.9,45.5,59.3,48.5,48.1,40.1,53.9,35.4,62.9,45.0,69.6,74.7,70.4,82.7,80.2,87.6,91.7,95.6,105.1,83.1,106.2,94.1,114.6,74.6,102.8,192.3,95.5,156.9,85.4,188.4,91.7,224.7,112.5,279.3,115.1,270.1,113.0,256.0,119.1,295.7,89.6,234.6,93.5,212.6,101.5,287.5,104.9,226.0,102.6,306.9,92.5,292.0,93.4,298.4
"농림업",농업,농업총계,재배업,채소,과채류,과채류노지재배계,가지,125.8,0.0,115.3,0.0,143.7,0.0,171.9,0.0,201.7,0.0,187.9,0.0,196.7,0.0,185.1,0.0,183.4,0.0,202.6,0.0,211.3,0.0,233.3,0.0,-,0.0,-,0.0,132.1,0.0,182.6,0.0,102.4,0.0,84.6,0.0,55.9,0.0,65.1,0.0,56.2,0.0,128.4,0.0,119.1,0.0,128.4,0.0,125.6,5.1,137.8,7.6,143.5,8.4,125.4,8.4,144.4,10.8,123.5,9.5,130.8,13.1,63.6,7.1,77.8,13.4,80.0,14.7,104.0,18.9,109.4,20.6,102.8,7.2,101.1,9.1,107.2,9.4,109.3,20.0,108.8,19.4,116.9,16.6,139.9,15.1,142.7,11.6,93.9,10.5,88.3,13.3,115.8,25.3,84.5,15.4,87.9,19.2,97.3,19.7,102.8,30.9,128.8,39.3,95.4,26.6,97.4,29.0,103.3,27.6,98.0,32.4,98.7,31.4,104.6,36.2
"농림업",농업,농업총계,재배업,채소,과채류,과채류시설재배계,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,14.8,425.4,16.2,563.1,20.0,800.9,25.7,1030.0,32.1,1242.1,35.2,1590.9,41.8,2016.3,43.9,2200.8,47.9,2279.7,50.4,2336.6,63.3,2694.8,63.2,2564.0,65.5,2912.4,61.5,2896.1,63.5,3111.0,74.9,3454.4,77.6,3323.4,74.8,3681.2,76.2,3633.1,78.8,4124.6,75.4,4029.5,112.2,4452.1,98.4,4088.5,107.5,5157.5,107.5,5150.0,112.9,5252.5,107.4,5274.3,103.2,4814.8,104.1,4523.4,101.2,4665.7,107.7,4793.6,95.3,4753.9,97.0,5033.5,94.4,5389.0
"농림업",농업,농업총계,재배업,채소,과채류,과채류시설재배계,수박,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,30.3,84.5,37.0,120.7,52.8,208.3,69.4,255.5,84.8,301.5,107.3,403.0,134.5,533.7,122.3,537.8,156.1,548.5,140.1,479.5,172.4,613.8,176.4,559.8,192.2,523.2,174.9,522.5,161.1,480.0,175.0,753.7,196.5,828.3,170.7,774.9,164.6,753.6,191.6,885.4,187.8,772.6,154.9,818.2,133.7,704.9,143.3,961.8,145.6,984.7,148.7,957.7,137.6,948.2,122.4,688.2,104.6,643.4,101.1,546.5,98.9,462.2,97.1,469.8,104.0,544.9,102.2,617.6
"농림업",농업,농업총계,재배업,채소,과채류,과채류시설재배계,참외,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,84.8,-,97.5,-,144.4,-,190.2,-,223.5,-,330.7,-,486.7,-,453.6,-,436.0,-,482.9,-,483.0,-,420.6,-,365.9,-,401.2,-,385.0,-,376.3,-,325.5,-,410.2,-,399.4,-,452.7,-,461.7,123.6,480.4,106.8,426.9,112.5,506.1,106.5,431.1,95.4,378.5,97.1,375.2,94.7,374.2,100.2,394.6,78.7,327.6,90.6,391.4,89.7,385.6,119.7,575.9,120.9,595.5
"농림업",농업,농업총계,재배업,채소,과채류,과채류시설재배계,오이,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,46.0,66.5,50.6,92.6,61.8,121.8,69.2,148.0,94.4,209.7,81.0,202.5,91.1,195.6,104.9,265.3,96.8,292.5,120.2,313.3,126.1,275.4,139.7,358.1,136.2,388.0,142.6,505.3,138.4,461.5,123.8,434.4,121.3,398.3,117.7,427.8,99.1,363.2,115.2,381.1,108.7,431.4,95.8,442.7,92.0,396.5,86.9,432.8,77.2,367.7,86.3,405.7,84.2,405.4,105.3,457.5,103.9,407.8,120.0,524.8,113.8,479.8,102.3,491.9,83.9,424.5,87.6,515.8
