"품목별(1)",품목별(2),품목별(3),품목별(4),품목별(5),품목별(6),품목별(7),품목별(8),1965,1965,1966,1966,1967,1967,1968,1968,1969,1969,1970,1970,1971,1971,1972,1972,1973,1973,1974,1974,1975,1975,1976,1976,1977,1977,1978,1978,1979,1979,1980,1980,1981,1981,1982,1982,1983,1983,1984,1984,1985,1985,1986,1986,1987,1987,1988,1988,1989,1989,1990,1990,1991,1991,1992,1992,1993,1993,1994,1994,1995,1995,1996,1996,1997,1997,1998,1998,1999,1999,2000,2000,2001,2001,2002,2002,2003,2003,2004,2004,2005,2005,2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2022,2022
"농림업",농업,농업총계,재배업,채소,과채류,과채류시설재배계,호박,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,20.5,12.1,29.3,20.7,28.8,25.5,41.9,31.1,56.5,43.8,43.1,37.9,58.9,52.4,60.3,64.7,59.7,68.5,84.1,97.2,93.5,82.8,99.6,115.5,132.1,170.4,116.9,162.0,101.1,167.6,110.8,176.6,119.7,190.5,105.6,169.6,101.0,159.5,114.0,184.9,133.4,227.9,117.6,212.3,107.9,194.9,100.0,163.4,95.4,180.4,114.5,234.6,121.0,229.9,108.8,205.8,114.7,192.1,102.8,219.5,123.3,201.5,112.6,263.2,64.1,157.6,78.0,195.6
"농림업",농업,농업총계,재배업,채소,과채류,과채류시설재배계,토마토,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,20.5,36.8,17.7,39.7,20.8,57.9,26.9,82.5,35.7,93.8,36.2,102.5,44.3,149.6,60.4,189.9,65.2,199.3,61.7,220.3,78.4,253.1,75.4,186.2,56.0,212.0,61.1,239.9,73.4,336.3,107.2,581.2,119.6,622.7,118.0,618.1,131.6,658.2,112.8,575.0,105.2,598.5,90.9,600.1,103.0,703.9,121.1,999.7,108.8,925.5,139.9,1087.4,127.9,985.0,109.2,745.5,99.4,670.4,108.8,748.6,100.3,747.3,96.3,754.8,103.4,879.5,106.0,953.8
"농림업",농업,농업총계,재배업,채소,과채류,과채류시설재배계,딸기,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,96.2,-,128.5,-,131.3,-,178.1,-,217.3,-,257.6,-,357.3,-,360.4,-,368.7,-,364.3,-,395.0,-,430.9,-,585.4,-,568.2,-,686.4,-,641.1,-,642.6,-,751.9,-,791.8,-,768.0,-,853.5,119.2,1050.3,88.2,894.0,100.2,1188.8,113.0,1335.9,109.4,1310.6,101.4,1295.9,99.7,1305.7,108.8,1396.4,95.8,1293.6,122.1,1509.3,85.3,1227.0,92.5,1475.7,82.8,1471.7
"농림업",농업,농업총계,재배업,채소,과채류,과채류시설재배계,메론,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,5.4,1.8,7.4,2.4,10.9,3.0,14.3,5.3,17.8,9.5,21.1,9.1,32.7,13.6,31.2,17.5,35.0,18.7,32.7,18.3,37.0,23.4,42.0,26.3,57.1,67.2,63.4,45.4,76.8,50.6,96.6,54.3,88.1,27.4,101.2,43.9,117.5,51.7,115.9,144.4,123.2,92.8,103.0,94.2,89.2,86.7,112.9,120.3,119.4,126.4,110.8,85.1,102.9,99.2,91.4,94.4,85.7,79.5,87.2,93.1,97.9,99.6,100.3,116.3,101.9,119.5,119.5,157.4
"농림업",농업,농업총계,재배업,채소,과채류,과채류시설재배계,풋고추,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,23.6,42.6,25.4,60.9,30.3,108.7,43.5,139.4,45.6,143.1,64.9,247.5,70.0,227.3,64.8,311.6,69.2,347.5,80.4,360.7,125.8,568.2,112.3,466.5,131.7,600.4,107.1,451.7,124.0,543.6,145.2,436.9,133.0,288.2,134.2,397.5,144.3,345.7,149.1,619.7,132.6,464.4,122.3,566.4,105.3,484.1,112.5,564.1,103.0,548.6,105.7,534.2,99.8,703.7,96.2,668.3,105.9,486.4,110.2,613.8,100.0,619.6,104.3,710.5,95.7,538.6,83.1,540.7
"농림업",농업,농업총계,재배업,채소,과채류,과채류시설재배계,가지,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,113.5,0.0,126.5,0.0,130.9,20.3,140.3,16.6,137.2,12.2,107.5,13.1,84.5,13.9,92.3,22.1,89.5,17.8,85.5,20.4,99.3,22.0,100.3,33.0,102.4,34.2,94.4,28.9,98.5,32.1,102.1,29.9,99.4,36.0,98.5,34.4,102.5,38.8
"농림업",농업,농업총계,재배업,채소,과채류,과채류시설재배계,파프리카,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,25.3,0.0,26.7,0.0,34.7,67.1,35.6,93.4,40.4,101.3,44.4,113.5,51.0,173.7,53.2,174.4,62.4,202.7,77.2,229.2,79.4,236.7,89.9,198.9,95.5,240.9,96.3,223.9,96.3,266.1,99.0,253.0,100.9,298.7,100.1,282.9,101.1,302.0
"농림업",농업,농업총계,재배업,채소,근채류,소계,소계,39.3,0.0,40.0,0.0,38.9,0.0,46.2,0.0,48.4,0.0,51.3,0.0,58.6,0.0,55.0,0.0,53.4,0.0,62.4,0.0,94.7,0.0,121.0,0.0,128.7,0.0,169.6,0.0,157.6,0.0,148.2,0.0,148.7,0.0,154.2,0.0,116.2,0.0,131.1,0.0,121.5,0.0,132.3,0.0,123.1,0.0,131.3,0.0,142.2,277.4,135.5,295.1,129.3,302.6,124.9,296.6,135.0,293.5,133.6,387.1,130.0,380.7,144.3,411.8,137.5,451.5,134.4,484.5,125.0,452.2,147.6,518.4,144.8,491.3,121.2,495.0,129.7,490.9,131.6,431.4,110.3,424.6,127.7,428.5,100.0,434.2,118.3,439.4,108.7,426.6,94.5,594.7,105.6,558.5,94.8,584.1,107.3,642.9,108.5,582.5,113.5,591.0,88.6,630.9,97.5,595.8,101.9,699.7,92.5,683.6,102.8,651.9,104.6,641.3,100.4,638.8
"농림업",농업,농업총계,재배업,채소,근채류,근채류노지재배계,소계,40.0,0.0,40.7,0.0,39.6,0.0,47.1,0.0,49.2,0.0,52.2,0.0,59.6,0.0,56.0,0.0,54.4,0.0,63.6,0.0,96.4,0.0,123.2,0.0,131.1,0.0,172.7,0.0,160.4,0.0,150.9,0.0,151.4,0.0,157.0,0.0,118.4,0.0,133.5,0.0,123.8,0.0,134.8,0.0,125.4,0.0,133.7,0.0,139.9,263.6,133.7,282.1,126.3,285.3,121.2,276.0,131.0,275.2,128.5,354.5,124.1,354.1,137.1,369.3,129.4,407.0,125.1,441.3,115.4,407.6,136.0,456.9,134.4,417.9,111.5,436.4,119.6,446.5,119.2,370.7,101.9,377.4,117.3,374.0,91.8,394.9,111.9,405.0,102.2,391.4,93.7,575.0,103.9,538.0,94.0,568.9,106.7,627.7,107.9,566.6,113.1,576.3,88.3,618.4,97.3,583.5,101.5,688.0,92.9,673.8,102.3,637.3,104.8,630.6,100.9,630.7
"농림업",농업,농업총계,재배업,채소,근채류,근채류노지재배계,무,52.3,0.0,53.2,0.0,51.7,0.0,61.5,0.0,64.3,0.0,68.2,0.0,77.9,0.0,73.2,0.0,71.0,0.0,81.6,0.0,122.1,0.0,151.1,0.0,165.3,0.0,214.6,0.0,185.6,0.0,175.9,0.0,179.7,0.0,175.7,0.0,139.8,0.0,155.0,0.0,141.4,0.0,152.0,0.0,137.0,0.0,151.1,0.0,156.6,222.1,150.3,222.7,130.5,219.3,125.8,206.1,132.4,200.4,130.1,273.3,115.0,249.2,138.6,277.1,113.8,281.8,124.3,311.1,109.8,311.8,134.4,323.2,133.9,319.1,107.1,325.9,119.6,332.4,129.1,307.5,97.5,321.5,113.4,294.0,90.7,316.0,111.6,304.2,98.6,271.4,88.8,450.4,104.5,388.5,97.6,447.1,111.8,474.8,111.7,430.0,107.6,425.2,87.3,486.3,100.2,464.5,106.5,550.8,96.9,563.3,101.3,443.3,101.8,465.5,104.0,484.4
"농림업",농업,농업총계,재배업,채소,근채류,근채류노지재배계,당근,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,6.5,0.0,16.5,0.0,42.4,0.0,25.6,0.0,47.6,0.0,95.1,0.0,80.4,0.0,74.7,0.0,125.5,0.0,63.7,0.0,83.4,0.0,87.0,0.0,98.1,0.0,116.1,0.0,101.9,0.0,99.3,34.8,92.7,51.6,129.9,56.5,123.5,62.3,150.0,64.7,147.4,73.2,169.8,90.3,168.2,86.4,229.9,120.1,155.7,120.5,161.9,83.7,166.0,119.9,164.2,88.7,145.7,100.2,133.2,95.2,85.6,38.1,126.0,37.9,139.5,53.0,82.1,43.6,106.6,65.3,105.7,79.9,109.3,81.2,100.3,101.9,68.3,72.4,85.4,107.8,89.2,82.8,126.9,98.1,78.2,92.2,79.2,88.9,78.3,101.3,72.1,74.7,108.0,152.3,120.0,112.8,87.3,109.7
"농림업",농업,농업총계,재배업,채소,근채류,근채류노지재배계,우엉,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,186.1,0.0,248.1,0.0,72.7,0.0,35.6,0.0,7.2,0.0,10.1,0.0,12.7,0.0,123.9,0.0,-,0.0,-,0.0,218.8,2.5,174.0,3.6,221.8,2.9,237.7,4.2,219.4,4.7,155.4,4.4,255.6,3.5,46.9,2.0,81.5,1.9,92.1,4.4,106.5,4.9,131.2,3.8,129.8,4.3,132.8,3.2,143.7,5.2,195.9,7.9,222.9,6.2,210.2,7.4,329.9,7.8,276.6,8.6,220.8,7.3,114.2,5.2,110.7,6.6,269.3,10.7,113.6,7.8,179.6,13.7,202.6,8.7,126.9,4.7,114.8,4.0,113.9,4.2,105.3,5.0,97.6,5.9,97.1,6.7,96.3,7.0
"농림업",농업,농업총계,재배업,채소,근채류,근채류노지재배계,토란,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,3.4,-,2.9,-,4.1,-,2.2,-,2.8,-,2.0,-,4.1,-,1.2,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,3.8,-,4.1,-,3.8,-,6.4,-,7.2,-,4.6,-,7.4,-,7.0,-,5.9,-,4.6,-,6.8,-,3.3,-,6.6,-,5.3,-,3.8,-,6.4,-,-
"농림업",농업,농업총계,재배업,채소,근채류,근채류노지재배계,연근,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,13.7,0.9,16.3,1.2,31.4,2.5,22.0,1.2,25.4,2.6,31.0,1.6,80.2,6.9,18.2,2.6,19.1,3.2,33.3,5.3,38.0,7.3,54.7,10.0,36.2,5.8,53.9,7.2,66.2,13.7,72.0,17.1,63.3,11.8,84.0,15.9,103.8,23.5,108.7,23.1,124.0,26.3,111.2,31.1,106.1,36.5,101.2,31.4,102.5,30.3,105.1,34.2,134.4,39.7,133.7,28.4,113.8,22.8,104.5,25.0,103.1,25.4,98.2,31.9,98.7,39.2,101.8,29.7
"농림업",농업,농업총계,재배업,채소,근채류,근채류시설재배계,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,265.5,13.9,230.9,13.1,291.4,17.2,324.6,20.7,359.1,18.3,413.3,32.6,451.8,26.6,539.3,42.6,580.4,44.5,645.2,43.2,650.5,44.6,782.8,61.5,715.3,73.5,654.8,58.6,682.8,44.4,812.6,60.7,572.0,47.2,693.2,54.5,549.4,39.3,466.8,34.4,466.1,35.3,134.7,19.6,200.2,20.5,140.1,15.2,136.9,15.2,137.1,15.9,133.0,14.6,102.3,12.5,109.9,12.3,123.7,11.8,75.1,9.9,131.4,14.6,93.5,10.7,75.3,8.0
"농림업",농업,농업총계,재배업,채소,근채류,근채류시설재배계,무,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,265.5,13.3,230.9,12.9,291.4,17.1,324.6,20.4,359.1,18.0,413.3,30.1,451.8,25.5,539.3,41.8,580.4,44.5,645.2,43.2,650.5,44.6,782.8,61.5,715.3,73.5,654.8,58.6,682.8,44.4,812.6,60.7,572.0,47.2,693.2,54.5,549.4,39.3,466.8,34.4,466.1,35.3,134.7,19.6,200.2,20.5,140.1,15.2,136.9,15.2,137.1,15.9,133.0,14.6,102.3,12.5,109.9,12.3,123.7,11.8,75.1,9.9,131.4,14.6,93.5,10.7,75.3,8.0
"농림업",농업,농업총계,재배업,채소,조미채소,소계,소계,21.3,0.0,30.7,0.0,31.0,0.0,37.3,0.0,31.3,0.0,28.3,0.0,35.7,0.0,36.5,0.0,37.5,0.0,37.8,0.0,59.5,0.0,70.7,0.0,75.1,0.0,40.5,0.0,95.1,0.0,85.9,0.0,79.9,0.0,85.7,0.0,110.2,0.0,77.9,0.0,106.3,0.0,129.7,0.0,110.6,0.0,129.8,0.0,112.9,1144.8,106.3,1612.2,119.2,1786.8,137.4,2085.4,129.8,2068.4,122.2,2326.4,146.3,2882.6,142.9,2565.2,134.2,2353.2,120.6,2663.8,155.0,2513.7,144.4,2335.5,137.8,2454.1,135.1,2000.3,109.5,2311.4,125.2,2276.5,124.8,1843.5,104.1,1633.5,124.8,1715.8,110.2,3046.3,110.3,3504.7,97.1,3693.1,97.1,4246.6,98.7,4886.5,113.9,4505.9,105.7,3226.8,93.2,3334.7,96.5,3744.6,86.0,3672.9,97.6,3688.2,105.1,3381.8,88.7,3333.6,106.2,4984.7,85.1,3858.9
"농림업",농업,농업총계,재배업,채소,조미채소,고추(건),소계,60.1,0.0,87.0,0.0,86.7,0.0,109.2,0.0,81.0,0.0,69.4,0.0,95.8,0.0,95.0,0.0,99.6,0.0,92.0,0.0,165.9,0.0,204.0,0.0,183.0,0.0,54.7,0.0,145.8,0.0,162.2,0.0,178.5,0.0,169.2,0.0,251.9,0.0,151.7,0.0,214.4,0.0,256.6,0.0,178.9,0.0,271.1,0.0,192.9,248.5,172.2,427.2,183.3,662.8,222.8,1041.0,242.6,1043.1,228.7,914.5,250.8,1199.6,283.4,1356.6,260.4,989.1,190.2,983.5,279.4,1114.2,251.4,1043.9,233.6,1183.7,250.0,904.3,171.2,816.5,201.0,953.5,209.3,860.6,151.7,815.7,208.1,999.0,160.2,1174.4,152.2,1255.4,123.7,1072.0,100.0,1326.0,135.1,2152.2,152.8,1618.0,110.3,937.9,126.7,997.4,110.9,664.5,72.3,697.3,92.8,1017.9,101.7,1081.4,77.9,812.9,120.3,1192.4,89.5,955.6
"농림업",농업,농업총계,재배업,채소,조미채소,마늘,소계,12.6,0.0,18.7,0.0,20.4,0.0,21.3,0.0,22.4,0.0,22.1,0.0,23.1,0.0,24.8,0.0,25.7,0.0,27.6,0.0,29.1,0.0,30.0,0.0,44.2,0.0,47.1,0.0,99.1,0.0,71.6,0.0,43.5,0.0,52.6,0.0,62.3,0.0,56.7,0.0,72.5,0.0,104.7,0.0,113.5,0.0,85.9,0.0,101.1,560.2,118.0,836.3,136.0,755.8,131.5,759.2,111.2,716.0,102.6,972.4,130.7,1219.0,129.1,746.7,111.5,786.0,111.5,1070.9,137.0,735.2,134.3,532.4,115.1,583.2,111.7,525.1,107.3,556.7,101.3,633.8,106.2,535.2,93.8,390.3,98.4,399.9,106.3,934.2,101.2,1088.6,76.9,1179.4,83.5,1441.7,96.0,1494.5,116.7,1363.3,100.2,1002.6,75.4,773.0,78.0,1181.0,85.9,1116.9,93.9,1015.1,109.8,933.9,102.9,856.5,87.4,1372.2,77.2,1285.5
"농림업",농업,농업총계,재배업,채소,조미채소,파,소계,7.7,0.0,10.4,0.0,9.1,0.0,9.0,0.0,12.6,0.0,15.3,0.0,15.7,0.0,15.6,0.0,15.8,0.0,16.5,0.0,25.2,0.0,21.2,0.0,45.0,0.0,44.3,0.0,109.2,0.0,99.3,0.0,88.9,0.0,102.1,0.0,86.6,0.0,94.3,0.0,114.3,0.0,133.7,0.0,108.7,0.0,117.9,0.0,119.8,206.3,101.6,214.4,116.7,201.7,131.6,152.7,121.1,171.4,108.5,214.8,120.7,222.9,114.0,232.0,105.7,257.8,109.2,280.3,132.4,374.2,143.6,402.0,138.7,333.7,109.4,284.4,116.7,612.5,152.8,386.5,112.0,174.0,118.5,188.9,106.7,109.0,110.2,398.5,97.5,439.8,91.0,633.8,105.2,617.1,77.8,493.0,94.0,574.4,101.0,399.3,87.2,474.2,89.4,650.5,105.9,653.0,106.9,643.7,101.2,462.2,91.2,551.2,107.6,942.3,97.9,565.3
"농림업",농업,농업총계,재배업,채소,조미채소,양파,소계,2.9,0.0,3.6,0.0,4.1,0.0,4.7,0.0,6.8,0.0,5.8,0.0,6.2,0.0,8.3,0.0,6.3,0.0,8.9,0.0,6.6,0.0,8.6,0.0,17.8,0.0,11.4,0.0,27.2,0.0,19.0,0.0,19.5,0.0,30.4,0.0,37.5,0.0,11.8,0.0,30.4,0.0,26.2,0.0,36.3,0.0,36.4,0.0,38.6,96.4,28.2,95.5,36.6,120.7,56.0,73.4,38.4,62.8,37.4,82.2,67.4,161.6,40.0,161.1,51.2,176.3,60.3,230.5,64.7,262.5,60.7,323.1,74.2,287.6,64.5,238.9,51.5,298.0,65.5,258.7,70.7,214.8,61.5,209.5,83.9,165.9,71.6,494.2,94.9,662.7,97.6,717.8,105.1,794.7,82.7,674.5,89.5,858.8,109.9,778.2,75.6,900.3,89.8,1048.1,79.1,1119.3,105.1,914.1,110.2,702.4,80.8,943.1,109.0,1344.3,82.7,975.6
"농림업",농업,농업총계,재배업,채소,조미채소,생강,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,24.3,0.0,45.9,0.0,69.4,0.0,63.9,0.0,69.1,0.0,106.9,0.0,54.0,0.0,29.6,0.0,47.3,0.0,65.7,0.0,87.6,0.0,76.3,0.0,109.0,0.0,122.2,0.0,140.4,0.0,110.6,33.4,111.5,38.7,120.6,45.8,155.3,59.0,131.2,75.1,149.1,142.4,171.4,79.5,90.6,68.7,106.3,144.0,153.3,98.7,129.1,27.5,53.2,34.2,66.8,65.9,97.0,47.7,62.3,27.8,58.0,43.9,93.6,58.8,75.0,29.2,93.4,41.9,57.8,45.0,52.8,58.2,81.1,90.2,86.4,67.1,69.9,72.3,79.8,91.4,104.3,108.8,126.7,189.8,191.5,200.5,133.7,86.5,69.2,97.5,81.1,201.9,102.5,169.9,116.4,133.6,71.9,76.9
"농림업",농업,농업총계,재배업,채소,양채류,소계,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,5.2,-,7.6,-,6.4,-,8.5,-,8.1,-,12.3,18.6,9.1,17.7,10.9,25.0,22.5,23.0,23.7,24.4,17.0,68.0,60.3,61.6,63.8,92.0,111.2,131.0,194.3,128.9,187.4,138.5,162.6,130.2,225.3,130.1,251.7,145.0,216.4,130.4,238.2,120.8,245.2,107.8,176.5,100.5,216.7,109.4,247.8,109.3,255.9,195.2,443.1,102.8,193.2,105.3,161.1,103.1,163.1,100.0,170.3,103.4,191.6,96.6,189.2,104.3,221.9
"농림업",농업,농업총계,재배업,과실,소계,소계,소계,16.6,0.0,18.0,0.0,19.5,0.0,21.2,0.0,22.7,0.0,22.9,0.0,21.9,0.0,26.8,0.0,29.9,0.0,31.6,0.0,27.7,0.0,32.2,0.0,38.6,0.0,40.1,0.0,42.0,0.0,40.5,0.0,49.7,0.0,56.4,0.0,66.7,0.0,59.8,0.0,70.6,0.0,72.2,0.0,74.8,0.0,81.2,0.0,97.5,1429.7,81.2,1309.7,82.1,1594.1,96.5,1687.4,89.5,1708.7,93.2,2479.5,113.1,3026.5,112.8,2526.1,125.0,3137.1,113.9,2697.7,125.5,3199.4,129.6,2580.5,129.4,2076.7,129.1,2582.7,116.4,2348.5,123.7,2941.6,132.2,3081.7,124.0,2970.6,132.6,2822.3,132.3,4400.5,121.2,4099.9,106.8,4095.3,99.5,4146.7,95.7,4242.6,103.7,4858.2,111.1,4250.3,114.1,4317.4,115.9,4495.3,112.4,4735.6,102.1,4508.4,104.8,4546.7,93.6,4588.7,101.5,5683.4,107.9,5822.6
"농림업",농업,농업총계,재배업,과실,과실(감제외),소계,소계,16.8,-,18.3,-,19.9,-,21.1,-,22.8,-,23.2,-,22.6,-,27.4,-,30.7,-,32.0,-,28.9,-,34.0,-,40.2,-,41.8,-,43.7,-,42.2,-,51.8,-,58.0,-,67.5,-,61.2,-,71.4,-,73.0,-,77.1,-,82.8,-,99.6,-,82.9,-,83.2,-,96.4,-,90.9,-,92.9,-,113.4,-,112.3,-,124.2,-,111.0,-,123.1,-,126.9,-,127.8,-,127.2,-,115.2,-,120.9,-,127.4,-,119.6,-,127.7,-,126.2,-,119.4,-,104.6,-,96.5,-,91.9,-,101.5,-,107.0,-,111.4,-,114.7,-,110.8,-,100.9,-,104.2,-,93.8,-,102.0,5260.0,108.4,5437.6
