"품목별(1)",품목별(2),품목별(3),품목별(4),품목별(5),품목별(6),품목별(7),품목별(8),1965,1965,1966,1966,1967,1967,1968,1968,1969,1969,1970,1970,1971,1971,1972,1972,1973,1973,1974,1974,1975,1975,1976,1976,1977,1977,1978,1978,1979,1979,1980,1980,1981,1981,1982,1982,1983,1983,1984,1984,1985,1985,1986,1986,1987,1987,1988,1988,1989,1989,1990,1990,1991,1991,1992,1992,1993,1993,1994,1994,1995,1995,1996,1996,1997,1997,1998,1998,1999,1999,2000,2000,2001,2001,2002,2002,2003,2003,2004,2004,2005,2005,2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2022,2022
"농림업",농업,농업총계,재배업,과실,과실(감제외),사과,소계,34.0,0.0,35.5,0.0,38.6,0.0,40.5,0.0,44.7,0.0,43.2,0.0,44.9,0.0,53.2,0.0,59.2,0.0,60.5,0.0,56.9,0.0,63.8,0.0,80.4,0.0,87.2,0.0,90.3,0.0,83.5,0.0,106.5,0.0,107.3,0.0,119.3,0.0,107.5,0.0,108.4,0.0,109.5,0.0,113.2,0.0,130.4,0.0,137.6,508.9,128.1,439.7,110.4,484.8,141.5,564.0,125.4,575.0,125.5,745.9,145.8,896.2,132.6,628.0,132.7,674.0,93.5,535.5,99.8,737.5,99.6,497.2,82.2,437.2,88.2,631.1,74.4,422.6,72.7,472.1,74.8,467.1,83.0,527.2,88.7,514.3,95.9,834.5,100.7,853.0,93.7,801.6,77.3,741.2,80.3,1017.5,100.5,1315.3,96.7,1165.6,118.7,1448.4,117.4,1136.6,111.0,1110.3,96.8,968.2,109.0,1077.2,85.9,1100.4,105.1,1376.9,115.3,1342.6
"농림업",농업,농업총계,재배업,과실,과실(감제외),배,소계,21.8,0.0,22.8,0.0,22.5,0.0,26.4,0.0,25.4,0.0,28.7,0.0,26.6,0.0,27.6,0.0,28.9,0.0,31.2,0.0,27.2,0.0,34.0,0.0,43.4,0.0,37.4,0.0,36.1,0.0,32.9,0.0,39.5,0.0,53.2,0.0,58.7,0.0,56.0,0.0,70.7,0.0,74.5,0.0,79.9,0.0,105.8,0.0,109.7,144.3,87.9,117.2,91.2,166.9,95.8,170.0,89.5,176.4,90.4,237.6,98.4,286.5,121.0,373.6,143.6,484.3,143.4,453.5,143.0,515.2,178.9,387.2,230.2,419.9,213.2,350.2,174.7,293.0,249.4,388.7,244.6,338.7,238.1,282.9,258.0,324.5,259.8,581.8,230.9,685.4,169.9,550.0,160.3,578.8,95.3,449.6,155.7,757.3,167.1,631.1,144.0,425.9,131.4,425.1,146.7,434.0,112.1,311.7,110.8,451.3,73.2,276.2,116.1,626.8,138.6,548.9
"농림업",농업,농업총계,재배업,과실,과실(감제외),복숭아,소계,27.6,0.0,32.0,0.0,35.8,0.0,36.3,0.0,34.7,0.0,39.6,0.0,33.5,0.0,40.4,0.0,42.8,0.0,44.9,0.0,30.9,0.0,43.5,0.0,42.6,0.0,46.0,0.0,46.9,0.0,45.0,0.0,45.0,0.0,46.1,0.0,50.3,0.0,49.8,0.0,66.7,0.0,70.3,0.0,69.9,0.0,68.3,0.0,67.5,85.5,58.1,129.6,61.7,147.9,58.7,145.4,62.6,151.1,58.2,188.0,65.8,191.4,64.7,183.5,74.5,222.4,76.7,193.1,79.7,214.1,86.2,185.1,84.3,156.5,95.1,167.5,96.1,192.3,101.7,190.7,113.5,199.6,98.3,209.6,93.6,180.4,95.9,391.9,68.4,318.5,68.3,398.4,64.8,435.2,68.4,453.6,64.6,485.3,67.5,494.6,78.0,455.6,105.3,652.9,112.7,698.2,104.9,728.2,106.7,646.0,95.9,600.5,97.4,751.5,97.0,750.5
"농림업",농업,농업총계,재배업,과실,과실(감제외),포도,소계,11.1,0.0,13.6,0.0,15.0,0.0,16.5,0.0,22.4,0.0,20.5,0.0,20.2,0.0,28.8,0.0,34.1,0.0,35.5,0.0,29.9,0.0,39.9,0.0,34.8,0.0,33.3,0.0,32.3,0.0,34.0,0.0,43.0,0.0,56.9,0.0,78.6,0.0,74.8,0.0,89.9,0.0,99.2,0.0,94.9,0.0,93.6,0.0,94.1,123.8,78.8,105.7,88.7,139.4,87.8,160.3,98.2,180.3,127.1,471.6,189.8,608.5,214.3,374.4,235.8,608.8,238.6,508.0,282.0,589.5,285.2,513.5,272.0,253.1,253.1,550.1,225.8,636.0,220.6,785.2,228.8,496.2,197.9,536.4,197.1,525.4,200.1,1088.5,167.5,698.4,154.2,667.6,135.9,608.6,141.0,685.7,131.8,544.2,137.3,491.8,134.2,586.1,137.5,617.7,114.1,593.8,105.2,623.9,99.7,645.8,99.5,693.0,100.8,862.7,113.2,1049.2
"농림업",농업,농업총계,재배업,과실,과실(감제외),감귤,소계,0.2,0.0,0.3,0.0,0.3,0.0,0.6,0.0,0.4,0.0,0.8,0.0,1.0,0.0,1.8,0.0,4.2,0.0,4.8,0.0,10.5,0.0,6.7,0.0,15.9,0.0,16.8,0.0,22.7,0.0,25.2,0.0,32.5,0.0,43.5,0.0,51.5,0.0,40.7,0.0,57.8,0.0,52.9,0.0,68.7,0.0,64.7,0.0,116.4,377.1,76.8,286.5,86.7,395.1,112.1,396.7,96.5,396.3,85.6,507.9,95.8,709.3,80.1,544.8,101.2,715.9,79.8,591.8,97.3,747.5,87.8,633.6,100.5,389.2,100.2,440.1,98.5,362.3,91.1,449.3,99.4,810.8,96.7,620.9,121.2,452.6,99.3,639.5,113.4,875.7,95.8,931.1,100.5,933.9,102.0,783.7,102.1,878.6,107.2,662.1,99.8,636.7,95.1,926.9,93.1,979.6,96.8,960.9,98.2,848.3,102.7,989.6,99.1,1065.0,95.2,1093.0
"농림업",농업,농업총계,재배업,과실,과실(감제외),자두,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,43.4,8.7,50.0,16.7,47.7,17.0,44.8,21.8,40.4,11.8,41.2,20.5,50.1,17.2,56.8,41.2,71.4,53.9,77.3,45.3,86.6,65.1,102.5,76.5,114.7,101.7,149.8,63.8,153.5,64.4,142.7,81.9,150.5,49.2,127.7,79.8,128.5,61.6,132.3,102.5,126.1,89.6,92.1,85.2,80.5,82.7,80.6,76.1,81.5,137.3,87.4,126.6,97.9,160.5,126.4,161.4,124.4,200.7,106.6,201.5,101.2,134.8,99.1,181.6,99.6,187.3,103.8,199.7
"농림업",농업,농업총계,재배업,과실,과실(감제외),매실,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,14.5,4.5,15.7,4.0,16.3,5.8,20.1,5.7,17.9,4.0,18.6,5.4,20.9,6.2,18.8,5.7,2.8,1.1,17.4,9.6,18.6,14.2,19.8,17.6,23.1,29.7,24.3,17.1,30.2,19.6,37.8,19.9,64.2,30.7,64.0,34.1,69.4,45.4,72.5,49.1,84.6,56.9,97.2,69.4,100.6,74.8,95.0,121.0,115.0,129.7,126.0,72.1,105.7,68.1,99.7,58.1,93.9,51.3,88.7,47.1,119.8,72.5,102.8,90.4,77.4,55.2,78.8,61.5
"농림업",농업,농업총계,재배업,과실,과실(감제외),유자,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,113.7,18.9,69.3,20.3,114.2,34.3,117.9,30.2,151.2,39.4,150.6,43.8,199.1,33.1,222.9,23.2,221.2,25.4,238.7,19.2,151.2,13.2,162.9,11.4,131.3,12.1,111.5,14.5,88.8,9.4,139.7,14.0,230.3,35.7,136.7,30.7,134.9,27.0,151.1,24.3,182.3,27.1,143.5,37.2,148.5,50.0,128.1,35.5,117.3,38.4,112.3,31.9,133.9,34.2,136.0,26.1,86.0,18.8,62.9,19.5,67.1,29.0,127.4,52.1,105.5,35.2,108.3,38.7
"농림업",농업,농업총계,재배업,과실,과실(감제외),참다래,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,16.5,3.6,25.8,7.4,30.3,11.4,39.0,9.9,40.3,10.4,41.3,11.1,57.5,14.0,60.7,21.0,66.9,21.6,69.2,20.9,62.2,22.1,65.3,23.0,60.0,21.9,51.8,20.9,49.5,18.6,60.3,23.4,69.9,31.5,72.1,32.0,83.3,34.2,82.2,40.1,94.3,58.2,106.5,68.2,106.8,64.9,95.5,58.8,91.8,59.7,113.0,88.0,118.6,74.3,101.3,71.8,110.8,77.7,99.5,73.0,110.8,82.5,95.4,75.6,93.8,86.2,97.6,94.2
"농림업",농업,농업총계,재배업,과실,과실(감제외),무화과,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,95.8,0.0,101.7,0.0,88.7,0.0,52.0,0.0,92.6,0.0,117.5,0.0,128.8,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,95.8,0.0,101.7,0.0,88.7,36.0,52.0,15.1,92.6,50.8,117.5,38.0,128.8,45.2,130.1,31.3,127.8,31.5,120.0,31.4,104.2,22.3,111.8,34.9,84.0,33.5,69.0,26.6
"농림업",농업,농업총계,재배업,과실,과실(감제외),블루베리,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,58.0,0.0,90.7,0.0,109.2,0.0,102.9,142.6,106.1,147.8,99.2,145.2,98.8,160.8,102.0,179.6,110.0,211.4
"농림업",농업,농업총계,재배업,과실,과실(감제외),살구,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.0,5.6
"농림업",농업,농업총계,재배업,과실,과실(감제외),체리,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,109.7,15.6
"농림업",농업,농업총계,재배업,과실,감,소계,소계,14.8,0.0,13.9,0.0,14.9,0.0,21.8,0.0,21.3,0.0,19.4,0.0,14.4,0.0,19.6,0.0,20.3,0.0,26.4,0.0,13.2,0.0,10.7,0.0,19.0,0.0,18.9,0.0,21.0,0.0,20.1,0.0,24.7,0.0,36.4,0.0,57.3,0.0,43.3,0.0,61.1,0.0,62.3,0.0,47.7,0.0,61.9,0.0,71.4,89.5,60.3,111.9,69.1,163.6,97.7,176.5,73.1,160.1,96.1,239.4,110.1,259.9,119.3,326.3,134.1,325.9,148.6,319.4,154.0,277.6,162.7,233.3,147.9,254.1,152.1,326.3,130.4,329.6,156.5,515.6,189.8,621.8,177.3,617.0,191.3,656.8,205.2,648.1,142.3,436.9,132.3,486.6,134.9,540.7,140.7,546.0,130.1,461.6,159.9,448.5,146.4,382.4,130.4,387.4,131.3,397.2,116.9,395.2,113.0,391.8,91.6,333.8,95.4,423.5,102.2,384.9
"농림업",농업,농업총계,재배업,과실,감,단감,소계,24.7,0.0,23.2,0.0,24.8,0.0,36.3,0.0,35.6,0.0,32.4,0.0,24.0,0.0,32.7,0.0,33.9,0.0,44.1,0.0,21.9,0.0,17.8,0.0,31.7,0.0,31.5,0.0,35.1,0.0,33.4,0.0,41.2,0.0,60.7,0.0,95.7,0.0,72.3,0.0,101.9,0.0,103.9,0.0,79.5,0.0,103.3,0.0,119.1,89.5,100.6,111.9,115.3,163.6,163.0,176.5,121.9,160.1,143.9,212.1,162.2,231.4,175.6,249.2,194.5,251.8,220.7,257.4,224.6,216.7,238.9,184.3,207.6,198.6,210.0,240.8,171.3,247.0,205.3,320.2,247.8,383.7,217.0,319.4,218.0,299.2,227.0,299.8,180.3,252.8,162.0,276.0,160.2,308.5,165.4,306.3,152.5,293.4,184.3,271.4,166.0,223.6,130.3,196.6,120.1,207.4,109.6,219.0,101.1,198.3,93.9,197.8,105.0,292.7,109.1,241.3
"농림업",농업,농업총계,재배업,과실,감,떫은감,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,24.5,27.3,32.1,28.5,35.1,77.1,43.8,74.1,40.7,62.0,48.3,60.8,48.7,49.0,58.6,55.5,65.4,85.4,69.4,82.6,83.4,195.4,103.0,238.0,117.7,297.7,151.4,357.7,172.6,348.3,85.4,184.1,87.8,210.6,97.1,232.2,103.9,239.6,96.5,168.1,123.5,177.2,117.1,158.8,130.7,190.8,148.1,189.8,127.7,176.3,130.9,193.5,88.1,136.0,81.0,130.8,91.7,143.6
"농림업",농업,농업총계,재배업,특용작물,유지작물,소계,소계,18.9,0.0,24.2,0.0,27.7,0.0,29.7,0.0,34.2,0.0,42.9,0.0,51.3,0.0,54.0,0.0,61.4,0.0,63.4,0.0,90.5,0.0,123.2,0.0,109.2,0.0,116.2,0.0,107.7,0.0,60.7,0.0,79.8,0.0,132.3,0.0,157.7,0.0,154.4,0.0,157.8,0.0,188.2,0.0,186.2,0.0,210.2,0.0,177.6,327.5,162.6,360.0,143.1,331.1,152.5,354.2,101.7,244.9,127.0,357.1,142.0,381.8,129.5,328.4,140.3,371.1,129.5,318.4,111.5,291.1,127.3,345.2,129.1,353.6,107.2,282.7,71.3,221.6,93.1,304.2,99.1,322.4,86.3,256.9,98.9,306.5,98.1,435.9,87.9,400.3,98.7,506.8,82.4,431.0,79.7,450.3,95.0,556.1,111.2,605.7,121.8,645.5,131.2,668.9,130.7,685.8,107.3,535.8,109.6,660.9,87.2,578.9,103.2,944.9,115.8,1040.5
"농림업",농업,농업총계,재배업,특용작물,유지작물,참깨,소계,41.8,0.0,52.5,0.0,61.5,0.0,65.7,0.0,77.4,0.0,104.3,0.0,134.5,0.0,144.4,0.0,169.5,0.0,169.5,0.0,252.4,0.0,357.0,0.0,300.8,0.0,321.4,0.0,268.1,0.0,120.1,0.0,176.3,0.0,356.5,0.0,428.1,0.0,418.9,0.0,409.9,0.0,484.6,0.0,434.9,0.0,525.8,0.0,399.0,213.9,382.3,261.4,299.0,209.8,292.0,203.3,163.4,125.1,280.6,239.6,320.0,260.8,295.0,233.6,335.4,276.4,278.4,214.7,242.1,204.7,318.5,268.3,311.8,252.0,239.2,201.1,120.3,139.6,209.5,216.0,235.6,233.4,155.6,148.0,175.8,189.1,195.6,280.5,128.4,171.5,127.6,201.9,95.6,170.8,97.3,179.0,124.5,218.0,122.1,197.1,117.3,187.8,136.3,224.7,143.2,229.8,127.8,200.2,130.4,204.1,68.2,128.8,101.3,277.8,117.3,294.7
"농림업",농업,농업총계,재배업,특용작물,유지작물,들깨,소계,8.5,0.0,11.5,0.0,12.4,0.0,12.8,0.0,13.9,0.0,15.4,0.0,15.9,0.0,16.3,0.0,17.8,0.0,20.1,0.0,23.2,0.0,28.8,0.0,27.5,0.0,25.3,0.0,35.0,0.0,29.4,0.0,35.8,0.0,37.1,0.0,44.3,0.0,45.3,0.0,50.3,0.0,61.2,0.0,68.2,0.0,69.3,0.0,73.6,52.7,68.0,52.2,73.3,70.2,89.4,97.2,69.1,72.2,58.0,67.2,63.7,73.5,61.1,67.0,60.2,66.9,65.4,74.4,54.8,61.4,49.6,60.5,54.5,74.4,50.7,61.4,50.2,66.7,44.5,67.6,44.0,74.9,58.7,95.0,68.7,103.1,58.7,116.9,69.1,170.4,82.4,227.9,74.1,204.6,70.2,205.1,80.9,293.8,105.0,363.9,123.6,417.5,126.3,395.5,123.1,354.1,97.9,298.9,102.8,428.9,94.1,408.0,103.1,613.0,115.5,693.5
"농림업",농업,농업총계,재배업,특용작물,유지작물,땅콩,소계,26.3,0.0,31.8,0.0,39.5,0.0,49.6,0.0,58.5,0.0,62.7,0.0,55.7,0.0,50.0,0.0,38.8,0.0,47.6,0.0,79.8,0.0,74.7,0.0,120.2,0.0,169.0,0.0,167.0,0.0,134.1,0.0,119.0,0.0,141.3,0.0,152.0,0.0,127.7,0.0,172.6,0.0,213.1,0.0,340.0,0.0,302.3,0.0,303.0,56.6,185.1,41.2,191.8,47.2,203.3,51.3,179.4,45.4,177.2,47.8,181.8,44.3,114.5,27.0,115.4,27.9,145.5,29.4,130.6,25.0,94.2,16.4,101.6,27.2,118.4,20.2,75.8,15.3,87.2,20.6,69.8,14.1,67.1,13.9,73.5,14.3,78.8,38.5,107.7,58.5,147.8,77.0,114.6,55.6,105.0,66.3,114.9,44.4,131.0,44.7,123.1,40.1,164.0,48.7,157.5,101.9,116.2,36.7,86.8,27.9,100.5,42.0,112.7,54.1,113.1,52.3
"농림업",농업,농업총계,재배업,버섯,소계,소계,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,46.0,0.0,47.8,0.0,42.6,0.0,58.8,0.0,79.7,0.0,58.9,0.0,43.3,0.0,32.0,0.0,32.6,0.0,29.7,0.0,32.7,0.0,29.4,0.0,20.1,0.0,23.5,0.0,23.4,0.0,63.5,98.5,63.5,126.3,66.4,163.0,82.0,143.5,86.4,219.2,112.0,257.5,140.8,315.4,124.1,406.3,117.5,550.9,106.2,470.6,113.6,499.8,100.8,484.8,98.6,506.4,104.3,481.0,100.8,417.0,183.6,484.1,119.0,301.4,93.3,484.8,94.2,451.1,100.0,476.5,91.7,444.3,128.4,598.6,107.4,422.4,105.7,404.0,95.0,364.3,116.0,455.1,100.0,381.7,101.7,383.6,94.4,345.6,86.3,336.3,109.1,449.3,103.5,400.8,87.5,418.0,86.6,421.9
"농림업",농업,농업총계,재배업,버섯,양송이,소계,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,157.9,0.0,164.0,0.0,146.1,0.0,201.6,0.0,273.2,0.0,202.0,0.0,148.5,0.0,109.8,0.0,111.7,0.0,101.9,0.0,112.1,0.0,100.7,0.0,68.9,0.0,80.7,0.0,80.4,0.0,70.0,21.2,65.6,11.9,52.2,13.1,49.8,12.1,51.5,25.7,57.1,23.7,91.3,39.1,72.1,39.6,76.5,48.3,92.9,54.4,114.8,70.7,126.7,79.3,105.0,66.3,123.5,75.4,114.9,70.0,139.7,81.2,110.2,65.2,69.1,68.1,64.7,57.4,62.8,66.8,47.5,52.4,131.4,152.1,75.8,73.0,63.8,61.6,38.8,43.3,66.7,79.0,56.5,63.0,59.1,59.0,61.8,58.4,65.9,70.7,127.2,149.6,119.0,142.3,53.8,77.8,46.2,65.5
"농림업",농업,농업총계,재배업,버섯,느타리,소계,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,79.5,52.6,101.5,90.8,110.1,117.1,125.5,90.9,120.9,143.6,123.0,161.5,154.7,201.8,150.0,257.0,177.7,363.9,161.3,318.2,163.4,317.5,150.4,311.8,149.9,322.1,153.8,293.3,131.7,224.1,111.0,176.7,120.9,166.1,97.3,193.6,97.7,170.6,85.2,145.0,83.2,144.9,96.1,150.1,99.0,96.1,110.5,110.1,140.4,134.1,162.4,162.4,132.8,129.8,125.0,128.0,113.8,112.6,84.0,81.6,102.7,108.4,97.2,100.7,100.1,125.9,106.2,134.5
"농림업",농업,농업총계,재배업,버섯,영지,소계,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,1176.7,23.6,927.2,21.1,1172.2,30.7,1824.6,38.3,2086.8,45.6,3320.7,63.8,3830.1,56.9,3212.0,75.8,2218.4,72.7,1496.1,34.6,1417.1,30.0,747.5,19.6,650.2,18.2,607.8,16.7,796.7,21.9,4212.4,153.3,558.6,17.5,291.9,8.5,236.9,7.1,350.3,19.5,349.1,21.4,744.0,37.9,322.8,16.5,225.5,11.5,238.1,9.4,489.9,21.4,160.8,9.8,241.6,13.4,111.0,6.4,90.4,9.2,88.7,9.0,92.0,6.4,119.3,8.3,119.8,13.8
"농림업",농업,농업총계,재배업,버섯,팽이,소계,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,0.4,1.0,1.4,2.4,1.2,2.1,1.5,2.1,3.0,4.1,5.9,8.3,13.7,17.4,27.3,33.8,55.1,65.9,70.1,63.4,86.7,81.6,84.1,74.1,134.0,99.8,134.4,95.6,145.6,101.0,115.8,72.8,141.8,52.6,121.4,59.9,130.1,62.7,195.0,96.1,215.5,96.4,187.8,101.3,152.1,61.8,179.5,71.2,118.0,51.0,117.4,56.6,132.6,54.0,134.5,54.9,100.7,36.6,100.7,49.2,112.3,60.6,92.2,42.3,95.4,50.4,93.5,50.6
"농림업",농업,농업총계,재배업,버섯,새송이,소계,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,68.0,0.0,89.8,0.0,89.8,154.7,96.3,153.3,95.3,149.1,76.4,129.4,92.1,157.2,113.8,175.1,105.1,149.6,91.6,126.6,99.3,135.7,96.6,125.0,100.9,128.3,105.1,131.7,102.0,125.6,97.2,121.6,99.2,109.1,103.6,155.5,103.5,157.5
"농림업",농업,농업총계,재배업,전매작물,소계,소계,소계,68.4,0.0,86.1,0.0,78.5,0.0,82.7,0.0,70.7,0.0,73.5,0.0,81.5,0.0,146.6,0.0,155.5,0.0,133.9,0.0,151.2,0.0,162.1,0.0,195.0,0.0,186.6,0.0,151.6,0.0,133.0,0.0,127.6,0.0,166.5,0.0,148.1,0.0,156.8,0.0,136.3,0.0,159.4,0.0,151.9,0.0,147.7,0.0,150.3,443.7,135.8,458.0,145.9,584.7,149.9,640.1,188.0,805.2,175.4,745.8,148.5,634.6,114.0,548.8,110.9,592.9,113.2,631.5,137.5,789.0,137.2,795.7,120.5,726.7,125.6,855.4,105.4,808.7,97.6,766.8,93.1,776.8,109.3,867.8,116.4,958.3,127.0,1028.9,135.5,1078.5,126.5,1031.5,122.5,1141.5,120.2,1165.4,100.4,942.2,98.3,937.0,99.5,906.6,96.7,855.6,107.9,893.1,107.5,910.2,94.1,799.4,109.3,893.5,96.5,784.6,100.9,842.7
